meal_name,carb,meat,vege,fruit,type,vegan,allergy,time
Stir-Fried Rice with mushroom and cabbage,rice,None,mushroom,None,stir-fried,no,bean/nuts,Lunch
Stir-Fried Rice with mushroom and cabbage,rice,None,mushroom,None,stir-fried,no,lactose,Lunch
Stir-Fried Rice with mushroom and cabbage,rice,None,mushroom,None,stir-fried,no,egg,Lunch
Stir-Fried Rice with mushroom and cabbage,rice,None,cabbage,None,stir-fried,no,egg,Lunch
Stir-Fried Rice with mushroom and cabbage,rice,None,cabbage,None,stir-fried,no,None,Lunch
Stir-Fried Rice with mushroom and cabbage,rice,None,cabbage,None,stir-fried,no,seafood,Lunch
Stir-Fried Rice with mushroom and cabbage,rice,None,cabbage,None,stir-fried,no,bean/nuts,Lunch
Stir-Fried Rice with mushroom and cabbage,rice,None,cabbage,None,stir-fried,no,lactose,Lunch
Stir-Fried Rice with corn,rice,None,corn,None,stir-fried,no,egg,Lunch
Stir-Fried Rice with corn,rice,None,corn,None,stir-fried,no,seafood,Lunch
Stir-Fried Rice with corn,rice,None,corn,None,stir-fried,no,bean/nuts,Lunch
Stir-Fried Rice with corn,rice,None,corn,None,stir-fried,no,lactose,Lunch
Stir-Fried Rice with corn,rice,None,corn,None,stir-fried,no,None,Lunch
Stir-Fried Rice with chickpea and broccoli,rice,None,chickpea,None,stir-fried,no,egg,Lunch
Stir-Fried Rice with chickpea and broccoli,rice,None,chickpea,None,stir-fried,no,seafood,Lunch
Stir-Fried Rice with chickpea and broccoli,rice,None,chickpea,None,stir-fried,no,lactose,Lunch
Stir-Fried Rice with chickpea and broccoli,rice,None,chickpea,None,stir-fried,no,None,Lunch
Stir-Fried Rice with chickpea and broccoli,rice,None,broccoli,None,stir-fried,no,egg,Lunch
Stir-Fried Rice with chickpea and broccoli,rice,None,broccoli,None,stir-fried,no,seafood,Lunch
Stir-Fried Rice with chickpea and broccoli,rice,None,broccoli,None,stir-fried,no,lactose,Lunch
Stir-Fried Rice with chickpea and broccoli,rice,None,broccoli,None,stir-fried,no,None,Lunch
Stir-Fried Rice with tomato and peas,rice,None,peas,None,stir-fried,no,egg,Lunch
Stir-Fried Rice with tomato and peas,rice,None,peas,None,stir-fried,no,seafood,Lunch
Stir-Fried Rice with tomato and peas,rice,None,peas,None,stir-fried,no,lactose,Lunch
Stir-Fried Rice with tomato and peas,rice,None,peas,None,stir-fried,no,None,Lunch
Stir-Fried Rice with tomato and peas,rice,None,tomato,None,stir-fried,no,egg,Lunch
Stir-Fried Rice with tomato and peas,rice,None,tomato,None,stir-fried,no,seafood,Lunch
Stir-Fried Rice with tomato and peas,rice,None,tomato,None,stir-fried,no,lactose,Lunch
Stir-Fried Rice with tomato and peas,rice,None,tomato,None,stir-fried,no,None,Lunch
Avocado Salad with tomato and lettuce,None,None,tomato,avocado,salad,yes,None,Lunch
Avocado Salad with tomato and lettuce,None,None,tomato,avocado,salad,yes,egg,Lunch
Avocado Salad with tomato and lettuce,None,None,tomato,avocado,salad,yes,seafood,Lunch
Avocado Salad with tomato and lettuce,None,None,tomato,avocado,salad,yes,gluten,Lunch
Avocado Salad with tomato and lettuce,None,None,tomato,avocado,salad,yes,lactose,Lunch
Avocado Salad with tomato and lettuce,None,None,tomato,avocado,salad,yes,seafood,Lunch
Avocado Salad with tomato and lettuce,None,None,lettuce,avocado,salad,yes,None,Lunch
Avocado Salad with tomato and lettuce,None,None,lettuce,avocado,salad,yes,egg,Lunch
Avocado Salad with tomato and lettuce,None,None,lettuce,avocado,salad,yes,seafood,Lunch
Avocado Salad with tomato and lettuce,None,None,lettuce,avocado,salad,yes,gluten,Lunch
Avocado Salad with tomato and lettuce,None,None,lettuce,avocado,salad,yes,lactose,Lunch
Avocado Salad with tomato and lettuce,None,None,lettuce,avocado,salad,yes,seafood,Lunch
Chickpea Salad with tomato and cabbage,None,None,chickpea,None,salad,yes,None,Lunch
Chickpea Salad with tomato and cabbage,None,None,chickpea,None,salad,yes,egg,Lunch
Chickpea Salad with tomato and cabbage,None,None,chickpea,None,salad,yes,seafood,Lunch
Chickpea Salad with tomato and cabbage,None,None,chickpea,None,salad,yes,gluten,Lunch
Chickpea Salad with tomato and cabbage,None,None,chickpea,None,salad,yes,lactose,Lunch
Chickpea Salad with tomato and cabbage,None,None,chickpea,None,salad,yes,seafood,Lunch
Chickpea Salad with tomato and cabbage,None,None,tomato,None,salad,yes,None,Lunch
Chickpea Salad with tomato and cabbage,None,None,tomato,None,salad,yes,egg,Lunch
Chickpea Salad with tomato and cabbage,None,None,tomato,None,salad,yes,seafood,Lunch
Chickpea Salad with tomato and cabbage,None,None,tomato,None,salad,yes,gluten,Lunch
Chickpea Salad with tomato and cabbage,None,None,tomato,None,salad,yes,lactose,Lunch
Chickpea Salad with tomato and cabbage,None,None,tomato,None,salad,yes,seafood,Lunch
Chickpea Salad with tomato and cabbage,None,None,cabbage,None,salad,yes,None,Lunch
Chickpea Salad with tomato and cabbage,None,None,cabbage,None,salad,yes,egg,Lunch
Chickpea Salad with tomato and cabbage,None,None,cabbage,None,salad,yes,seafood,Lunch
Chickpea Salad with tomato and cabbage,None,None,cabbage,None,salad,yes,gluten,Lunch
Chickpea Salad with tomato and cabbage,None,None,cabbage,None,salad,yes,lactose,Lunch
Chickpea Salad with tomato and cabbage,None,None,cabbage,None,salad,yes,seafood,Lunch
Potato Salad with tomato,None,None,potato,None,salad,yes,None,Lunch
Potato Salad with tomato,None,None,potato,None,salad,yes,egg,Lunch
Potato Salad with tomato,None,None,potato,None,salad,yes,seafood,Lunch
Potato Salad with tomato,None,None,potato,None,salad,yes,gluten,Lunch
Potato Salad with tomato,None,None,potato,None,salad,yes,lactose,Lunch
Potato Salad with tomato,None,None,potato,None,salad,yes,seafood,Lunch
Potato Salad with tomato,None,None,tomato,None,salad,yes,None,Lunch
Potato Salad with tomato,None,None,tomato,None,salad,yes,egg,Lunch
Potato Salad with tomato,None,None,tomato,None,salad,yes,seafood,Lunch
Potato Salad with tomato,None,None,tomato,None,salad,yes,gluten,Lunch
Potato Salad with tomato,None,None,tomato,None,salad,yes,lactose,Lunch
Potato Salad with tomato,None,None,tomato,None,salad,yes,seafood,Lunch
Mushroom Salad with cucumber and spinach,None,None,mushroom,None,salad,yes,None,Lunch
Mushroom Salad with cucumber and spinach,None,None,mushroom,None,salad,yes,egg,Lunch
Mushroom Salad with cucumber and spinach,None,None,mushroom,None,salad,yes,seafood,Lunch
Mushroom Salad with cucumber and spinach,None,None,mushroom,None,salad,yes,gluten,Lunch
Mushroom Salad with cucumber and spinach,None,None,mushroom,None,salad,yes,lactose,Lunch
Mushroom Salad with cucumber and spinach,None,None,mushroom,None,salad,yes,seafood,Lunch
Mushroom Salad with cucumber and spinach,None,None,cucumber,None,salad,yes,None,Lunch
Mushroom Salad with cucumber and spinach,None,None,cucumber,None,salad,yes,egg,Lunch
Mushroom Salad with cucumber and spinach,None,None,cucumber,None,salad,yes,seafood,Lunch
Mushroom Salad with cucumber and spinach,None,None,cucumber,None,salad,yes,gluten,Lunch
Mushroom Salad with cucumber and spinach,None,None,cucumber,None,salad,yes,lactose,Lunch
Mushroom Salad with cucumber and spinach,None,None,cucumber,None,salad,yes,seafood,Lunch
Mushroom Salad with cucumber and spinach,None,None,spinach,None,salad,yes,None,Lunch
Mushroom Salad with cucumber and spinach,None,None,spinach,None,salad,yes,egg,Lunch
Mushroom Salad with cucumber and spinach,None,None,spinach,None,salad,yes,seafood,Lunch
Mushroom Salad with cucumber and spinach,None,None,spinach,None,salad,yes,gluten,Lunch
Mushroom Salad with cucumber and spinach,None,None,spinach,None,salad,yes,lactose,Lunch
Mushroom Salad with cucumber and spinach,None,None,spinach,None,salad,yes,seafood,Lunch
Pea Salad with lettuce,None,None,pea,None,salad,yes,None,Lunch
Pea Salad with lettuce,None,None,pea,None,salad,yes,egg,Lunch
Pea Salad with lettuce,None,None,pea,None,salad,yes,seafood,Lunch
Pea Salad with lettuce,None,None,pea,None,salad,yes,gluten,Lunch
Pea Salad with lettuce,None,None,pea,None,salad,yes,lactose,Lunch
Pea Salad with lettuce,None,None,pea,None,salad,yes,seafood,Lunch
Pea Salad with lettuce,None,None,lettuce,None,salad,yes,None,Lunch
Pea Salad with lettuce,None,None,lettuce,None,salad,yes,egg,Lunch
Pea Salad with lettuce,None,None,lettuce,None,salad,yes,seafood,Lunch
Pea Salad with lettuce,None,None,lettuce,None,salad,yes,gluten,Lunch
Pea Salad with lettuce,None,None,lettuce,None,salad,yes,lactose,Lunch
Pea Salad with lettuce,None,None,lettuce,None,salad,yes,seafood,Lunch
Corn Salad with tomato and cucumber ,None,None,corn,None,salad,yes,None,Lunch
Corn Salad with tomato and cucumber ,None,None,corn,None,salad,yes,egg,Lunch
Corn Salad with tomato and cucumber ,None,None,corn,None,salad,yes,seafood,Lunch
Corn Salad with tomato and cucumber ,None,None,corn,None,salad,yes,gluten,Lunch
Corn Salad with tomato and cucumber ,None,None,corn,None,salad,yes,lactose,Lunch
Corn Salad with tomato and cucumber ,None,None,corn,None,salad,yes,seafood,Lunch
Corn Salad with tomato and cucumber ,None,None,tomato,None,salad,yes,None,Lunch
Corn Salad with tomato and cucumber ,None,None,tomato,None,salad,yes,egg,Lunch
Corn Salad with tomato and cucumber ,None,None,tomato,None,salad,yes,seafood,Lunch
Corn Salad with tomato and cucumber ,None,None,tomato,None,salad,yes,gluten,Lunch
Corn Salad with tomato and cucumber ,None,None,tomato,None,salad,yes,lactose,Lunch
Corn Salad with tomato and cucumber ,None,None,tomato,None,salad,yes,seafood,Lunch
Corn Salad with tomato and cucumber ,None,None,cucumber,None,salad,yes,None,Lunch
Corn Salad with tomato and cucumber ,None,None,cucumber,None,salad,yes,egg,Lunch
Corn Salad with tomato and cucumber ,None,None,cucumber,None,salad,yes,seafood,Lunch
Corn Salad with tomato and cucumber ,None,None,cucumber,None,salad,yes,gluten,Lunch
Corn Salad with tomato and cucumber ,None,None,cucumber,None,salad,yes,lactose,Lunch
Corn Salad with tomato and cucumber ,None,None,cucumber,None,salad,yes,seafood,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,None,salad,yes,None,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,None,salad,yes,egg,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,None,salad,yes,seafood,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,None,salad,yes,gluten,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,None,salad,yes,lactose,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,None,salad,yes,seafood,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,None,salad,yes,None,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,None,salad,yes,egg,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,None,salad,yes,seafood,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,None,salad,yes,gluten,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,None,salad,yes,lactose,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,None,salad,yes,seafood,Lunch
Avocado Salad with tomato and lettuce,None,None,tomato,None,salad,no,None,Lunch
Avocado Salad with tomato and lettuce,None,None,tomato,None,salad,no,egg,Lunch
Avocado Salad with tomato and lettuce,None,None,tomato,None,salad,no,seafood,Lunch
Avocado Salad with tomato and lettuce,None,None,tomato,None,salad,no,gluten,Lunch
Avocado Salad with tomato and lettuce,None,None,tomato,None,salad,no,lactose,Lunch
Avocado Salad with tomato and lettuce,None,None,tomato,None,salad,no,seafood,Lunch
Avocado Salad with tomato and lettuce,None,None,lettuce,None,salad,no,None,Lunch
Avocado Salad with tomato and lettuce,None,None,lettuce,None,salad,no,egg,Lunch
Avocado Salad with tomato and lettuce,None,None,lettuce,None,salad,no,seafood,Lunch
Avocado Salad with tomato and lettuce,None,None,lettuce,None,salad,no,gluten,Lunch
Avocado Salad with tomato and lettuce,None,None,lettuce,None,salad,no,lactose,Lunch
Avocado Salad with tomato and lettuce,None,None,lettuce,None,salad,no,seafood,Lunch
Chickpea Salad with tomato and cabbage,None,None,chickpea,None,salad,no,None,Lunch
Chickpea Salad with tomato and cabbage,None,None,chickpea,None,salad,no,egg,Lunch
Chickpea Salad with tomato and cabbage,None,None,chickpea,None,salad,no,seafood,Lunch
Chickpea Salad with tomato and cabbage,None,None,chickpea,None,salad,no,gluten,Lunch
Chickpea Salad with tomato and cabbage,None,None,chickpea,None,salad,no,lactose,Lunch
Chickpea Salad with tomato and cabbage,None,None,chickpea,None,salad,no,seafood,Lunch
Chickpea Salad with tomato and cabbage,None,None,tomato,None,salad,no,None,Lunch
Chickpea Salad with tomato and cabbage,None,None,tomato,None,salad,no,egg,Lunch
Chickpea Salad with tomato and cabbage,None,None,tomato,None,salad,no,seafood,Lunch
Chickpea Salad with tomato and cabbage,None,None,tomato,None,salad,no,gluten,Lunch
Chickpea Salad with tomato and cabbage,None,None,tomato,None,salad,no,lactose,Lunch
Chickpea Salad with tomato and cabbage,None,None,tomato,None,salad,no,seafood,Lunch
Chickpea Salad with tomato and cabbage,None,None,cabbage,None,salad,no,None,Lunch
Chickpea Salad with tomato and cabbage,None,None,cabbage,None,salad,no,egg,Lunch
Chickpea Salad with tomato and cabbage,None,None,cabbage,None,salad,no,seafood,Lunch
Chickpea Salad with tomato and cabbage,None,None,cabbage,None,salad,no,gluten,Lunch
Chickpea Salad with tomato and cabbage,None,None,cabbage,None,salad,no,lactose,Lunch
Chickpea Salad with tomato and cabbage,None,None,cabbage,None,salad,no,seafood,Lunch
Potato Salad with tomato,None,None,potato,None,salad,no,None,Lunch
Potato Salad with tomato,None,None,potato,None,salad,no,egg,Lunch
Potato Salad with tomato,None,None,potato,None,salad,no,seafood,Lunch
Potato Salad with tomato,None,None,potato,None,salad,no,gluten,Lunch
Potato Salad with tomato,None,None,potato,None,salad,no,lactose,Lunch
Potato Salad with tomato,None,None,potato,None,salad,no,seafood,Lunch
Potato Salad with tomato,None,None,tomato,None,salad,no,None,Lunch
Potato Salad with tomato,None,None,tomato,None,salad,no,egg,Lunch
Potato Salad with tomato,None,None,tomato,None,salad,no,seafood,Lunch
Potato Salad with tomato,None,None,tomato,None,salad,no,gluten,Lunch
Potato Salad with tomato,None,None,tomato,None,salad,no,lactose,Lunch
Potato Salad with tomato,None,None,tomato,None,salad,no,seafood,Lunch
Mushroom Salad with cucumber and spinach,None,None,mushroom,None,salad,no,None,Lunch
Mushroom Salad with cucumber and spinach,None,None,mushroom,None,salad,no,egg,Lunch
Mushroom Salad with cucumber and spinach,None,None,mushroom,None,salad,no,seafood,Lunch
Mushroom Salad with cucumber and spinach,None,None,mushroom,None,salad,no,gluten,Lunch
Mushroom Salad with cucumber and spinach,None,None,mushroom,None,salad,no,lactose,Lunch
Mushroom Salad with cucumber and spinach,None,None,mushroom,None,salad,no,seafood,Lunch
Mushroom Salad with cucumber and spinach,None,None,cucumber,None,salad,no,None,Lunch
Mushroom Salad with cucumber and spinach,None,None,cucumber,None,salad,no,egg,Lunch
Mushroom Salad with cucumber and spinach,None,None,cucumber,None,salad,no,seafood,Lunch
Mushroom Salad with cucumber and spinach,None,None,cucumber,None,salad,no,gluten,Lunch
Mushroom Salad with cucumber and spinach,None,None,cucumber,None,salad,no,lactose,Lunch
Mushroom Salad with cucumber and spinach,None,None,cucumber,None,salad,no,seafood,Lunch
Mushroom Salad with cucumber and spinach,None,None,spinach,None,salad,no,None,Lunch
Mushroom Salad with cucumber and spinach,None,None,spinach,None,salad,no,egg,Lunch
Mushroom Salad with cucumber and spinach,None,None,spinach,None,salad,no,seafood,Lunch
Mushroom Salad with cucumber and spinach,None,None,spinach,None,salad,no,gluten,Lunch
Mushroom Salad with cucumber and spinach,None,None,spinach,None,salad,no,lactose,Lunch
Mushroom Salad with cucumber and spinach,None,None,spinach,None,salad,no,seafood,Lunch
Pea Salad with lettuce,None,None,pea,None,salad,no,None,Lunch
Pea Salad with lettuce,None,None,pea,None,salad,no,egg,Lunch
Pea Salad with lettuce,None,None,pea,None,salad,no,seafood,Lunch
Pea Salad with lettuce,None,None,pea,None,salad,no,gluten,Lunch
Pea Salad with lettuce,None,None,pea,None,salad,no,lactose,Lunch
Pea Salad with lettuce,None,None,pea,None,salad,no,seafood,Lunch
Pea Salad with lettuce,None,None,lettuce,None,salad,no,None,Lunch
Pea Salad with lettuce,None,None,lettuce,None,salad,no,egg,Lunch
Pea Salad with lettuce,None,None,lettuce,None,salad,no,seafood,Lunch
Pea Salad with lettuce,None,None,lettuce,None,salad,no,gluten,Lunch
Pea Salad with lettuce,None,None,lettuce,None,salad,no,lactose,Lunch
Pea Salad with lettuce,None,None,lettuce,None,salad,no,seafood,Lunch
Corn Salad with tomato and cucumber ,None,None,corn,None,salad,no,None,Lunch
Corn Salad with tomato and cucumber ,None,None,corn,None,salad,no,egg,Lunch
Corn Salad with tomato and cucumber ,None,None,corn,None,salad,no,seafood,Lunch
Corn Salad with tomato and cucumber ,None,None,corn,None,salad,no,gluten,Lunch
Corn Salad with tomato and cucumber ,None,None,corn,None,salad,no,lactose,Lunch
Corn Salad with tomato and cucumber ,None,None,corn,None,salad,no,seafood,Lunch
Corn Salad with tomato and cucumber ,None,None,tomato,None,salad,no,None,Lunch
Corn Salad with tomato and cucumber ,None,None,tomato,None,salad,no,egg,Lunch
Corn Salad with tomato and cucumber ,None,None,tomato,None,salad,no,seafood,Lunch
Corn Salad with tomato and cucumber ,None,None,tomato,None,salad,no,gluten,Lunch
Corn Salad with tomato and cucumber ,None,None,tomato,None,salad,no,lactose,Lunch
Corn Salad with tomato and cucumber ,None,None,tomato,None,salad,no,seafood,Lunch
Corn Salad with tomato and cucumber ,None,None,cucumber,None,salad,no,None,Lunch
Corn Salad with tomato and cucumber ,None,None,cucumber,None,salad,no,egg,Lunch
Corn Salad with tomato and cucumber ,None,None,cucumber,None,salad,no,seafood,Lunch
Corn Salad with tomato and cucumber ,None,None,cucumber,None,salad,no,gluten,Lunch
Corn Salad with tomato and cucumber ,None,None,cucumber,None,salad,no,lactose,Lunch
Corn Salad with tomato and cucumber ,None,None,cucumber,None,salad,no,seafood,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,mango,salad,no,None,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,mango,salad,no,egg,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,mango,salad,no,seafood,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,mango,salad,no,gluten,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,mango,salad,no,lactose,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,mango,salad,no,seafood,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,avocado,salad,no,None,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,avocado,salad,no,egg,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,avocado,salad,no,seafood,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,avocado,salad,no,gluten,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,avocado,salad,no,lactose,Lunch
Mango Salad with avocado and lettuce,None,None,lettuce,avocado,salad,no,seafood,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,tomato,None,salad,no,None,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,tomato,None,salad,no,egg,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,tomato,None,salad,no,seafood,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,tomato,None,salad,no,gluten,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,tomato,None,salad,no,lactose,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,tomato,None,salad,no,bean/nuts,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,lettuce,None,salad,no,None,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,lettuce,None,salad,no,egg,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,lettuce,None,salad,no,seafood,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,lettuce,None,salad,no,gluten,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,lettuce,None,salad,no,lactose,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,lettuce,None,salad,no,bean/nuts,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,cucumber,None,salad,no,None,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,cucumber,None,salad,no,egg,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,cucumber,None,salad,no,seafood,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,cucumber,None,salad,no,gluten,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,cucumber,None,salad,no,lactose,Lunch
Chicken Salad with tomato lettuce and cucumber,None,chicken,cucumber,None,salad,no,bean/nuts,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,tomato,None,salad,no,None,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,tomato,None,salad,no,egg,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,tomato,None,salad,no,seafood,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,tomato,None,salad,no,gluten,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,tomato,None,salad,no,lactose,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,tomato,None,salad,no,bean/nuts,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,lettuce,None,salad,no,None,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,lettuce,None,salad,no,egg,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,lettuce,None,salad,no,seafood,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,lettuce,None,salad,no,gluten,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,lettuce,None,salad,no,lactose,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,lettuce,None,salad,no,bean/nuts,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,cucumber,None,salad,no,None,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,cucumber,None,salad,no,egg,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,cucumber,None,salad,no,seafood,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,cucumber,None,salad,no,gluten,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,cucumber,None,salad,no,lactose,Lunch
Turkey Salad with tomato lettuce and cucumber,None,turkey,cucumber,None,salad,no,bean/nuts,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,tomato,None,salad,no,None,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,tomato,None,salad,no,egg,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,tomato,None,salad,no,seafood,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,tomato,None,salad,no,gluten,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,tomato,None,salad,no,lactose,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,tomato,None,salad,no,bean/nuts,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,lettuce,None,salad,no,None,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,lettuce,None,salad,no,egg,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,lettuce,None,salad,no,seafood,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,lettuce,None,salad,no,gluten,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,lettuce,None,salad,no,lactose,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,lettuce,None,salad,no,bean/nuts,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,cucumber,None,salad,no,None,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,cucumber,None,salad,no,egg,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,cucumber,None,salad,no,seafood,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,cucumber,None,salad,no,gluten,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,cucumber,None,salad,no,lactose,Lunch
Pork Salad with tomato lettuce and cucumber,None,pork,cucumber,None,salad,no,bean/nuts,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,tomato,None,salad,no,None,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,tomato,None,salad,no,egg,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,tomato,None,salad,no,seafood,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,tomato,None,salad,no,gluten,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,tomato,None,salad,no,lactose,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,tomato,None,salad,no,bean/nuts,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,lettuce,None,salad,no,None,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,lettuce,None,salad,no,egg,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,lettuce,None,salad,no,seafood,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,lettuce,None,salad,no,gluten,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,lettuce,None,salad,no,lactose,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,lettuce,None,salad,no,bean/nuts,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,cucumber,None,salad,no,None,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,cucumber,None,salad,no,egg,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,cucumber,None,salad,no,seafood,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,cucumber,None,salad,no,gluten,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,cucumber,None,salad,no,lactose,Lunch
Beef Salad with tomato lettuce and cucumber,None,beef,cucumber,None,salad,no,bean/nuts,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,tomato,None,salad,no,None,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,tomato,None,salad,no,egg,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,tomato,None,salad,no,gluten,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,tomato,None,salad,no,lactose,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,tomato,None,salad,no,bean/nuts,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,lettuce,None,salad,no,None,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,lettuce,None,salad,no,egg,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,lettuce,None,salad,no,gluten,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,lettuce,None,salad,no,lactose,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,lettuce,None,salad,no,bean/nuts,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,cucumber,None,salad,no,None,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,cucumber,None,salad,no,egg,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,cucumber,None,salad,no,gluten,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,cucumber,None,salad,no,lactose,Lunch
Shrimp Salad with tomato lettuce and cucumber,None,shrimp,cucumber,None,salad,no,bean/nuts,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,tomato,None,salad,no,None,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,tomato,None,salad,no,egg,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,tomato,None,salad,no,gluten,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,tomato,None,salad,no,lactose,Lunch
Tuna Salad with tomato lettuce and cucumber,None,tuna,tomato,None,salad,no,bean/nuts,Lunch
